amount,hour,day_of_week,is_foreign,prev_transactions,is_fraud
1542.1633927291675,12,3,0,15,0
988.0973971324171,15,2,1,1,0
1045.9429259346061,21,0,0,24,0
855.6544956987407,19,3,1,26,0
51.812834361446285,12,2,0,2,0
216.6749625596156,19,6,0,22,0
63.82694218778177,1,2,0,31,0
1273.184412116297,2,2,1,16,0
629.397606171577,14,1,0,39,0
1017.6328116382408,22,1,0,19,0
1815.22538137826,18,1,0,29,0
499.33516606860104,12,2,0,27,0
821.3554631482239,4,5,0,46,0
1511.3467259475542,21,2,1,44,0
458.36753281775333,5,1,0,22,0
154.8828397477572,13,2,0,18,0
580.2131543746223,3,1,0,24,0
323.28135322075485,21,1,1,23,0
1859.4656070328035,18,1,1,0,0
1616.4326387492695,22,6,0,27,0
1267.1741092643365,6,6,0,28,0
1743.0497197852476,3,5,0,43,0
1607.5404817213298,1,3,0,49,0
373.9535477131856,6,2,0,49,0
1785.2254379814656,2,0,0,34,0
1079.1451415893857,14,1,0,49,0
1615.072870172961,0,5,0,16,0
1792.286508547063,1,0,0,10,0
636.6889464687558,9,6,1,36,0
220.99379713082584,15,3,0,6,0
456.6423899213414,14,2,0,25,0
854.7884694638864,23,6,1,22,0
1636.2115170790637,14,5,0,17,0
1721.6004359294304,13,1,0,28,0
14.897308931850215,21,1,1,38,0
1021.9838578525539,13,1,0,49,0
835.4045952944092,5,5,0,33,0
444.99351313098975,13,6,0,37,0
240.61086930003194,16,0,0,7,0
675.8927276358523,17,3,0,20,0
1885.876498121126,19,2,1,20,0
647.0826611094897,18,3,0,48,0
1038.062452864989,16,6,1,35,0
1406.3348988314606,15,1,1,16,0
727.8955751562087,7,3,0,15,0
1943.5923833592003,6,0,0,14,0
1924.9321425892804,19,4,1,14,0
504.3128093549029,11,6,0,39,0
994.9997632788785,8,4,0,16,0
602.4557413237226,13,2,0,0,0
570.3961482605578,19,2,0,12,0
74.73700776171106,0,3,0,37,0
1219.5191036258138,9,2,0,9,0
1005.8553674344942,16,6,0,32,0
103.90602374872871,16,5,0,25,0
558.0142820089862,16,0,0,11,0
1816.6235060473407,3,1,1,18,0
479.88421944327786,16,1,0,14,0
290.64484931035497,17,3,0,4,0
979.4160677948485,19,1,0,1,0
1971.3152577670908,22,3,0,13,0
484.86848775148934,1,2,0,28,0
1344.5989592643512,7,2,1,40,0
743.2503173999478,22,5,0,0,1
476.03745044080694,22,5,1,12,0
1456.7044808751073,21,0,1,48,0
736.1984823057873,19,1,0,31,0
1264.9793553565653,21,6,0,33,0
1267.4258918110286,14,5,1,13,0
1072.0135934654422,19,0,0,37,0
181.4892503387622,22,4,0,37,0
1670.7696886828867,8,5,0,49,0
642.2393498785,2,0,0,40,0
373.8505022893086,2,3,1,14,0
1020.22762255579,2,3,0,38,1
1182.1949934332954,0,0,1,5,0
1355.4511593227226,13,2,0,28,0
34.15907002678445,16,4,1,36,0
1024.6740235402626,12,0,0,18,0
453.765054620678,18,5,0,0,0
1290.7004080284903,22,2,1,20,0
349.5584915809779,14,0,1,38,0
1382.1845384668295,13,1,0,17,0
774.0839572547743,1,5,0,26,0
1873.5232474847323,6,5,0,27,0
275.9043673478405,16,3,1,7,0
682.7916357494668,17,1,0,30,0
227.83356895993757,5,1,1,11,0
1849.462542938847,20,5,0,41,0
1754.801367408581,7,4,0,5,0
583.956990292761,1,6,1,25,1
1320.308108022324,0,2,0,15,0
1634.6271782022304,15,3,0,29,0
1110.8464223873252,6,1,1,18,0
1059.7715061336569,21,3,1,17,0
484.46272951000293,23,5,0,23,0
187.11243284399254,10,2,1,44,0
1794.5343001487001,14,0,0,19,0
1800.9356962694976,12,1,1,6,0
1266.5698130892627,23,2,1,6,0
678.7205523063526,1,6,0,15,0
699.0699396507091,13,3,0,41,0
1452.1854020616086,23,5,0,46,0
1794.3234096452015,5,2,0,13,0
1774.2857621059695,8,0,0,11,0
1559.9712161693901,6,2,0,28,0
1284.4212606624212,17,5,0,14,0
169.1957900251026,23,3,1,7,0
324.09579947513294,8,1,0,38,0
1797.2098228656314,22,6,0,8,0
1213.2516902595203,3,6,0,45,0
19.384906181642666,8,1,1,27,0
203.84161418919817,3,4,0,26,0
1327.3400364470035,11,3,1,6,0
11.118106108591155,3,6,0,43,0
322.4552947835798,23,4,0,13,0
1097.9188449438057,19,4,0,10,0
1384.0985001876938,13,5,0,31,0
1304.2705577456984,23,5,0,27,0
449.314349611659,23,5,0,5,0
1424.6462634737243,6,0,0,34,0
475.26092590610335,12,3,1,5,0
651.4739966203762,21,1,0,23,0
1493.2363188309303,7,3,0,8,0
1299.616165195382,22,5,1,1,0
1698.5975975778617,4,0,0,37,0
1315.5681717083864,11,3,0,13,0
1137.0488980676078,12,3,1,30,0
188.25586088835686,19,4,1,29,0
736.0638903158076,13,3,0,26,0
531.1395329957692,17,4,0,35,0
488.73529711478807,23,4,0,45,0
1946.0480989501386,19,2,1,30,0
786.802351608854,3,5,1,41,0
1784.2010637990495,20,6,0,5,0
1262.6461133685286,17,0,1,42,0
1589.8277957797552,6,4,0,44,0
1005.771549117279,14,3,0,17,0
1154.2308653680918,20,4,1,13,0
985.542869943909,5,4,0,19,0
391.29073260829097,15,4,0,10,0
1445.181778407749,19,1,1,36,0
562.2639525192708,23,6,0,39,0
49.60761689647622,7,6,0,3,0
1291.2991195184284,20,1,1,43,0
355.04424813469086,15,1,1,5,0
1880.9767101214757,21,1,1,22,0
1907.9032254281722,15,6,0,7,0
1829.8139160506767,2,2,0,29,0
740.9472418106334,16,4,0,35,0
31.89777644120599,8,2,0,41,0
1856.708806612863,2,3,1,10,0
856.9401124863114,19,6,1,46,0
1933.3429832682955,6,5,0,4,0
1927.2763342014164,17,6,0,2,0
1706.1659014792529,11,0,1,14,0
589.6033352471018,18,2,1,1,0
770.8103594752486,15,1,0,1,0
1702.422206362197,21,1,0,7,0
634.527088307399,23,3,0,45,0
339.8160006254989,16,4,1,29,0
1114.045723654242,19,0,0,40,0
1872.373393547401,14,2,0,4,0
1392.363563553271,0,4,0,29,0
1140.5522790086407,1,4,0,43,0
195.25581104776631,7,5,0,9,0
1230.3994461716404,21,5,1,32,0
1980.1176463584222,1,2,1,23,0
281.02794645781154,18,2,1,18,0
1037.1409750751097,8,2,1,29,0
1754.8687707839829,8,2,0,24,0
1481.7964668906548,12,1,0,10,0
1394.3344662495406,5,6,1,48,0
1405.2656838902315,14,6,0,34,0
719.6228112882906,18,4,0,0,0
587.8900966847223,20,6,0,16,0
1618.9129498015486,14,4,0,30,0
1620.4166759636823,17,1,0,5,0
1734.2775648416273,6,6,0,12,0
1826.5678645603862,10,4,0,25,0
1023.1734553230147,7,2,0,35,0
1003.531073079712,5,0,1,4,0
1596.7920627545836,7,6,0,46,0
1300.2778976247525,1,5,0,13,0
1404.231787638149,18,5,0,14,0
1591.789546202766,15,4,1,11,0
1780.120678293315,6,0,0,49,0
676.65231854622,9,5,0,45,0
751.7903223272481,11,6,1,41,0
188.86989774189712,16,0,0,7,0
1156.9820018513517,6,1,0,30,0
72.84860531968744,21,3,0,25,0
931.7304382467878,7,4,0,28,0
1085.7466247804457,6,1,1,3,0
573.7959630044405,3,1,0,49,0
1182.0756878774525,2,0,0,27,0
61.969999628159805,18,4,0,24,0
75.65902930967962,14,1,0,39,0
1645.3785207586568,3,2,0,31,0
721.0210921811146,8,1,0,35,0
254.9939647911177,12,2,0,10,0
1044.964276849554,17,3,0,36,0
1540.217112644123,20,2,1,9,0
432.4262339661895,15,2,0,37,0
1246.1580611621814,0,0,0,35,0
171.6095825225422,3,1,0,49,0
104.31176061604678,17,3,1,26,0
1063.1779085047278,7,1,0,16,0
1081.729608098603,19,6,0,6,0
1275.222373094915,15,6,0,8,0
1452.4565761116005,20,2,0,34,0
1951.7283068456068,10,5,0,8,0
1033.0843962540894,19,2,0,35,0
646.5899894095506,20,1,0,29,0
1590.5772033426385,20,3,1,30,0
542.3936702728863,20,5,0,18,0
878.5038699905666,18,3,0,40,0
157.83430630318963,22,0,0,22,0
51.676136087499565,18,2,0,19,0
1925.3341809411722,17,2,0,5,0
1672.1242609038995,18,6,0,42,0
1392.2524379813024,10,0,0,23,0
818.4969358841255,2,6,0,46,0
347.4153458216207,7,1,0,21,0
313.717648299501,19,2,1,5,0
501.23555343102606,18,1,0,23,0
1098.9041027475348,9,3,1,41,0
1429.4772494774247,15,5,1,21,0
1320.7345560587448,4,5,0,17,0
560.5878599949398,19,5,1,15,0
1909.775696045725,8,6,0,35,0
1476.0559364748412,7,4,0,12,0
1109.15375097029,10,0,0,36,0
1223.8297717224702,15,5,0,23,0
839.780524793152,6,2,0,18,0
496.21424801281375,14,0,0,49,0
712.5893846238719,23,3,1,19,0
1515.934374818274,20,3,0,26,0
29.77258377088198,19,6,0,16,0
233.02920837332556,22,3,1,15,0
92.95928140148375,16,3,1,0,0
82.4168758356213,5,4,1,20,0
1711.0657074380035,14,1,1,26,0
1407.6120609006673,7,1,0,0,0
948.873484345563,6,5,0,29,0
196.57048714135195,1,4,0,19,0
983.7401343585478,12,6,1,23,0
947.4700697903507,22,1,0,45,0
347.2305379501203,5,6,0,1,0
868.2694468267081,4,6,0,14,0
797.6109640603495,19,3,0,28,0
1232.0843460063807,0,1,0,34,0
1270.55220808442,17,0,0,12,0
91.562715534317,14,5,0,18,0
749.850616638316,22,1,0,0,0
1252.0939715127586,9,0,1,44,0
1006.7693809015954,2,2,1,46,0
1713.1231925354562,4,0,0,15,0
1317.728569606271,23,0,1,42,0
326.70591973577797,12,3,1,2,0
142.06692605345927,7,3,0,39,0
1285.1961371344248,21,5,1,5,0
53.996109772702006,20,3,1,30,0
1171.9653869656531,1,0,0,4,0
1880.5202526084902,8,4,0,25,0
1151.372881573882,16,3,0,27,0
776.9516824868373,17,3,1,14,0
1286.933148666264,12,0,0,8,0
917.0475280925417,0,2,0,21,0
1091.687961842554,11,2,0,36,0
1882.9881527442737,19,1,0,20,0
772.8191729637477,19,5,0,41,0
1922.4199370840045,20,2,0,28,0
1810.7959332701714,4,3,1,25,0
392.3864784438036,7,4,1,5,0
139.65324044945575,14,1,0,10,0
202.45522475347587,2,5,0,35,0
37.425429477447906,5,4,0,19,0
189.79147855110085,12,4,1,43,0
1366.3305400592974,11,3,0,19,0
143.30610827199774,18,0,0,26,0
638.6322849572289,17,0,1,5,0
1689.9057466279396,23,0,1,32,0
799.4333841265477,1,2,0,29,1
1629.1224966952827,6,0,0,49,0
564.4276947720265,11,5,0,33,0
237.21149041569086,9,3,1,4,0
1393.7775935629372,11,2,0,15,0
1258.2567507129882,10,5,0,11,0
1755.0665550405788,3,0,0,11,0
1470.4070165639675,18,5,0,10,0
1607.1583798393124,5,4,0,20,0
564.7871105700417,8,3,0,6,0
355.7016480156659,19,3,0,33,0
1501.478888530076,9,5,0,28,0
1613.8626437952607,4,1,0,5,0
1981.019778859346,12,3,0,35,0
825.8227361459416,8,4,0,33,0
744.6641534997735,1,3,0,48,0
1553.0495085232517,17,1,0,7,0
682.2662769657827,20,3,1,36,0
1861.583893881526,0,6,0,9,0
1716.9670909341805,23,3,1,15,0
858.5590607226617,20,1,0,1,0
1501.9912645152033,11,6,0,18,0
1509.33120529528,9,6,1,6,0
207.14461380302927,1,3,0,1,0
1805.2032604524538,8,5,1,44,0
1010.9994925232664,1,2,0,22,0
1404.18850458229,2,6,0,30,1
640.7791524601929,23,5,0,3,0
1791.1509337639047,21,3,1,15,0
779.0141557895921,13,0,1,9,0
22.664465309116423,10,0,0,48,0
1810.858570862108,22,2,0,20,0
183.48206689548098,10,6,0,27,0
639.3079615432393,16,3,1,45,0
1900.1738721345591,3,4,0,11,0
1901.2636867281747,12,6,0,12,0
1147.3023383584489,6,3,0,39,0
1264.0425871274288,15,0,1,16,0
897.4425984346612,0,1,0,17,0
587.128332624431,12,2,1,9,0
658.000426194462,0,1,1,27,0
1345.3643936979997,10,4,0,12,0
1504.9966843459224,5,3,0,33,0
1583.3665084079712,19,4,0,48,0
1579.4466674463133,2,1,0,5,0
183.32099999433206,11,3,0,11,0
989.3461891004604,4,6,1,28,0
116.05996127327192,8,5,1,12,0
1099.5082357651474,11,5,1,25,0
883.6194722453806,9,6,1,3,0
1775.5206613338412,18,4,0,14,0
702.4791100916053,4,5,0,15,0
235.01696583878413,4,5,0,18,0
286.8403724236189,8,0,0,46,0
1523.259752803227,19,5,0,25,0
1236.8179085692059,16,0,0,31,0
203.1442295694577,9,2,1,5,0
169.12950542387986,20,0,1,5,0
1402.2372937867808,0,0,1,4,0
146.45324972202286,21,1,0,1,0
1643.8982585214221,15,0,1,1,0
1412.778212085836,14,0,0,36,0
163.61621250315764,22,1,0,2,0
170.59059045629866,16,0,0,5,0
1973.2925174238496,19,5,0,30,0
749.1673207164845,12,6,1,42,0
741.913651986715,0,0,0,4,0
1625.7863349477477,7,2,0,49,0
1894.5499061903336,4,0,0,45,0
1972.016126581919,5,0,1,9,0
1507.0029923326242,22,2,0,26,0
753.1429114763006,19,6,1,23,0
167.91793268063887,13,1,0,21,0
1554.5166849389461,21,5,0,24,0
1117.2500952218743,22,6,0,2,0
849.0197964847056,10,0,0,15,0
1812.8024158043772,5,5,0,29,0
223.28376712999653,10,4,1,47,0
985.7575834774275,12,5,1,42,0
23.695935890070718,11,1,0,3,0
937.8526233462584,21,1,0,42,0
113.55024808799287,1,6,0,39,0
238.51701461987577,20,0,1,15,0
235.93496730743266,2,2,0,39,0
1298.771393930011,22,1,1,40,0
1492.343713651581,3,2,1,45,0
1167.154161429222,16,6,0,7,0
1924.3829244006092,21,6,0,23,0
750.3662884678844,5,4,1,15,0
572.1384604774396,6,2,0,26,0
1737.329657250731,14,6,0,1,0
447.9680812003858,10,6,0,19,0
1926.481856341782,23,6,0,19,0
25.296794904942868,2,3,0,19,0
1939.7877745885705,5,6,0,18,0
87.27666398920165,1,6,0,17,0
1782.395084282444,13,2,1,12,0
1055.8745170635134,8,1,0,16,0
1985.9366274424813,17,2,0,32,0
148.51933290606232,18,2,0,27,0
1108.1547145182403,11,3,1,4,0
1938.6357687025788,12,3,0,27,0
1046.6725904961274,11,0,0,24,0
1259.1678776323897,11,1,0,19,0
1391.8016292802497,17,6,0,20,0
909.6275884707787,8,0,0,12,0
1255.4886020880429,16,6,0,5,0
1169.0443095342773,20,6,0,28,0
1642.2530845281124,2,3,1,41,1
91.84731430257429,16,6,0,8,0
562.6454159948684,20,6,1,28,0
1866.8401914148008,2,2,0,37,1
1780.6373039979417,7,3,0,0,0
911.8578488186402,10,4,1,29,0
1240.6450630052718,23,2,0,49,0
555.4849847792842,1,0,0,31,0
377.05419828779884,7,2,0,22,0
927.9331114750244,11,4,0,38,0
707.3511038240796,20,3,0,9,0
1167.7285675898934,0,1,0,43,0
156.39153929300468,22,6,1,20,0
1948.8152205246668,12,5,0,25,0
1972.4352782147262,21,1,1,14,0
1396.6252663254704,20,1,0,16,0
1072.6566363218967,16,6,0,34,0
619.7457049563692,13,3,0,24,0
1627.7762443941904,13,1,0,14,0
1369.7776139352047,15,4,0,32,0
326.0712617504377,16,6,0,10,0
1821.943441803191,5,3,1,23,0
1645.2519486034148,6,1,0,5,0
1899.6500266705561,0,6,0,27,0
1451.7132972683316,14,5,0,28,0
1227.216976675644,19,0,1,47,0
837.0678295449471,20,3,0,20,0
679.5283051382155,1,3,0,11,1
1732.2617151113163,12,2,0,21,0
91.39212154227262,23,6,0,26,0
53.70758202000676,1,1,0,20,0
753.5502703892212,18,0,0,14,0
1621.2961082328839,14,6,0,17,0
1974.564982500574,11,5,0,9,0
301.6833653159528,14,4,1,21,0
710.8592784390155,4,3,0,43,1
1908.1633269291765,22,4,0,19,1
1939.8588812313917,5,4,0,18,0
1684.3957273482818,11,4,0,27,0
1676.8190807175645,19,2,0,36,0
937.9176264301456,22,6,0,49,0
830.2241851729927,5,4,0,43,0
547.5407367894818,8,1,0,0,0
113.69461780520331,3,1,1,33,0
1729.5800301338513,16,0,0,34,0
1625.9891172510252,1,0,0,25,0
1999.435628898975,15,5,0,29,0
1993.277037310737,23,4,0,11,0
1111.3079794996522,13,4,0,13,0
1538.2058429458405,7,2,0,38,0
1889.5866940349736,13,6,0,3,0
1699.4451339641455,1,4,0,11,0
495.4488553846521,15,4,0,23,0
901.6377264848769,3,6,1,39,0
259.1896708878385,0,4,0,30,0
1908.148003490186,22,3,0,0,0
1212.7430942673093,19,3,0,36,0
458.05696820142197,13,2,0,0,0
1343.7296681273076,7,2,0,14,0
1236.6383526753339,2,1,0,12,0
716.9672733476482,4,2,0,28,0
228.00162680705841,5,5,0,44,0
1343.4748179900064,21,1,0,3,0
1041.0950941066828,7,6,0,14,0
1544.864465079543,5,4,0,43,0
1040.8068387228748,5,2,1,39,0
1704.5108191367617,3,5,0,47,0
1104.2617707101965,6,2,0,11,0
1122.3150050992372,23,2,0,24,0
1753.4305517140317,18,1,0,26,0
807.5622495585817,6,6,1,5,0
268.8964416728308,2,6,0,22,0
58.53656995036461,7,1,0,14,0
1510.5193740915645,0,0,0,38,0
1240.9987931555759,0,1,0,4,0
1408.455456430348,13,1,0,22,0
426.71535885631255,5,3,0,14,0
273.6065796979528,9,2,0,24,0
30.074786670095975,13,1,0,29,0
701.8245300543873,3,2,0,43,0
1180.2454560224116,5,2,1,42,0
785.095846154365,15,3,0,3,0
875.5123691254344,20,2,0,12,0
1808.4132302930032,0,5,1,49,0
697.1626785795773,5,1,1,39,0
1028.4649888304618,8,2,0,38,0
1567.522372469545,14,0,0,22,0
1648.9619889844637,4,0,0,15,1
1244.551313755519,2,3,0,34,0
1724.8650537847436,10,5,1,15,0
1899.0917266916265,14,6,1,47,0
294.9998883771468,2,6,0,6,0
1853.2486626978273,13,1,1,44,0
984.7404698659968,1,3,0,12,0
517.2305322096178,3,0,1,49,0
918.8123767202843,18,5,1,28,0
1960.0851179956687,11,1,0,38,0
985.7435698917463,1,2,0,19,0
658.1744689647289,16,1,0,49,0
1267.168307779135,2,4,1,28,0
481.05109193760796,9,1,1,17,0
152.65079288921916,15,2,0,21,0
258.6305640993878,21,4,0,35,0
256.96363207658715,8,6,0,40,0
304.6534843310764,10,5,1,47,0
278.5155181261709,20,3,0,35,0
1282.108614861626,14,5,0,7,0
364.5782887138905,2,1,0,2,0
691.9888993644025,15,6,1,28,0
1793.6800314021177,20,3,1,8,0
948.4493188854818,20,1,0,7,0
1335.4479193035334,20,0,0,29,0
345.46742253205804,11,0,0,11,0
385.38574859853287,22,2,1,45,0
82.69636391669125,4,6,0,27,0
338.7011910812569,6,6,0,41,0
557.9020877248853,8,5,0,48,0
354.8439580692169,20,0,0,42,0
178.31636498035417,17,4,0,9,0
242.15110633010102,20,4,0,12,0
922.0967572974188,7,6,0,1,0
413.46110309317925,11,6,0,0,0
729.1754522351029,19,1,0,21,0
1007.3311244388589,1,6,0,32,0
1381.0992624301011,9,3,0,15,0
79.58496754235678,18,4,0,41,0
1599.0213874191763,8,1,0,28,0
1256.1728785923247,23,3,1,9,0
164.43630486579494,7,6,0,38,0
1747.2836695894478,23,6,0,6,0
1841.8239286630946,23,0,0,0,0
123.09484174987264,23,1,1,25,0
554.4784186462603,0,3,0,44,0
1612.5963583063296,5,2,0,4,0
1496.771121076933,11,6,0,34,0
369.8575176933983,23,5,0,12,0
419.4892973500839,18,5,1,26,0
741.5737334799726,16,6,0,11,0
969.5614473968516,1,2,1,29,0
1236.8912882890615,10,4,0,49,0
738.458365499975,17,5,1,31,0
925.6068975501627,22,3,0,30,0
1495.1944053293794,21,6,1,4,0
74.3297225783052,10,6,0,36,0
505.6214517436975,17,6,0,1,0
1309.6271840222057,1,2,0,37,1
1790.5184685367115,14,4,1,6,0
1215.0883477883096,1,1,0,0,1
1064.694857045366,14,6,0,2,0
215.23685066821233,6,1,0,19,0
895.3773212800859,19,3,1,1,0
1065.7019156435913,12,3,0,41,0
485.6985367658246,12,3,0,42,0
539.2172186678125,0,5,1,20,0
755.1910420461406,19,3,1,44,0
41.12232435767501,3,6,0,31,0
644.8362520007734,23,2,1,47,0
423.68456598609276,3,2,0,19,0
655.6672070036514,3,4,0,42,0
240.40450150668318,12,2,1,49,0
1781.16403419905,1,5,1,30,0
1187.5913146545433,22,1,0,42,0
1358.5255359698347,14,4,0,32,0
1578.5533059760692,3,2,0,23,0
997.3859556591855,5,3,1,17,0
174.75365588675996,2,2,1,19,0
1074.675977095277,6,0,0,31,0
1174.0953949237373,5,4,1,4,0
1491.1335088944757,2,6,0,1,0
863.8874329131291,3,6,0,25,0
256.03302528833194,9,5,0,24,0
568.2680356916502,20,2,0,49,0
726.8015105008716,8,2,0,21,0
1292.1885654218709,5,5,1,38,0
1141.985831033155,19,1,0,21,0
712.8373550697946,10,3,0,10,0
1973.0439823371664,6,3,1,10,0
1211.9438638944175,17,1,0,44,0
475.21635668025294,3,1,0,3,0
204.4631627681871,4,0,0,32,0
306.56541922947974,3,5,1,17,0
492.66949904063176,3,4,0,30,0
322.2020651458518,12,3,0,43,0
373.9474810785602,15,1,0,27,0
570.9052422190003,13,1,1,41,0
347.5738169942149,10,5,0,21,0
1793.634083828224,1,6,0,39,0
161.38725757762276,21,4,0,2,0
1049.498267750939,13,1,0,6,0
821.3832571523334,23,6,0,19,0
1964.7748552003043,23,0,1,42,0
224.96576543393664,6,4,0,6,0
796.3133424924375,10,6,1,6,0
1938.9713961174623,3,0,1,28,0
1731.1487446620665,6,2,0,25,0
1634.3270698276106,15,3,0,40,0
516.5477512628347,5,1,1,2,0
342.6042871927416,5,6,1,42,0
1337.6177966289376,1,4,0,16,0
1858.822602266044,23,0,0,39,0
1113.9690231348457,7,3,0,19,0
1143.65376625033,6,3,0,33,0
560.678208226908,23,1,0,32,0
1539.2163734506819,13,6,1,15,0
374.9004533664892,8,3,0,22,0
648.0347935720831,14,1,1,3,0
851.4474407942172,21,6,0,40,0
1015.7131469902256,17,6,0,39,0
485.5770550977454,11,2,1,32,0
230.55881265366787,22,1,0,7,0
1221.6294648408236,18,5,0,4,0
577.9724759272713,12,0,0,32,0
1162.8952046238019,6,5,0,24,0
309.5710678331304,9,6,0,6,0
962.7990636077801,9,6,1,46,0
1065.64627567062,1,3,1,6,0
104.5952501080314,13,3,0,32,0
673.8719521096473,12,3,1,40,0
269.6949392010095,21,6,0,32,0
127.68656597506272,5,1,0,28,0
1979.9305045475005,8,4,0,43,0
645.3853361044712,12,1,0,38,0
1619.939017263415,8,0,0,40,0
510.02666887276393,12,1,0,31,0
1363.3239417256345,4,3,0,36,0
1520.6954919194834,13,2,0,43,0
1191.6818424750807,4,0,1,28,0
943.6808009117666,8,5,1,21,0
824.2699873803898,7,2,0,1,0
698.3876648194477,6,0,0,49,0
1859.128759351404,7,0,1,8,0
1661.4081961676704,21,6,1,28,0
1930.0887944223587,2,3,1,32,0
249.4701497476039,22,6,0,9,0
1462.0040829320849,23,5,0,27,0
1876.7425731852547,14,1,0,45,0
363.28489926515465,7,6,0,45,0
133.9260384661882,0,5,0,38,0
1482.5001779308282,6,3,1,11,0
1149.371753246644,18,3,1,21,0
1683.8157247397858,1,6,0,5,0
280.40498087595273,13,3,0,44,0
1590.7393564079205,17,2,0,39,0
404.0530127754413,14,5,0,22,0
328.1482297885433,13,5,0,33,0
329.3673300640549,23,0,1,41,0
1629.3348657425329,18,4,0,37,0
1330.729244171704,18,1,1,15,0
1046.6077841134695,21,3,1,9,0
718.3021377628814,16,5,1,46,0
1754.5238810854034,21,5,0,20,0
785.4977697378481,18,0,0,9,0
1633.3822795036826,15,1,0,10,0
878.8306822318666,19,4,0,20,0
754.5119144203902,18,4,0,24,0
925.8968915535432,0,3,1,33,0
603.4543704541201,18,4,1,30,0
1495.471150972326,6,4,1,26,0
1005.9380597948658,22,6,0,24,0
465.1931775984878,10,1,0,41,0
1799.2495719758624,4,1,0,31,0
768.3985515250496,16,6,0,43,0
1087.5621693668631,10,3,1,10,0
1813.0377498181294,23,5,0,46,0
1248.8517538320702,7,0,0,25,0
234.67918337601978,9,3,1,35,0
1879.7244151033367,11,2,0,36,0
1255.7883980897643,9,4,1,32,0
670.4763236995152,12,6,0,32,0
279.4048732541111,17,0,1,41,0
1588.2563533513216,9,5,0,35,0
1240.5254391010985,18,5,0,12,0
1067.3887228606668,19,1,0,13,0
1787.8912735188644,16,2,1,36,0
